,geometry,address
3671,POINT EMPTY,
3672,POINT (175.0061963 -40.9144636),"Paraparaumu, Kāpiti Coast District, Wellington, 5032, New Zealand/Aotearoa"
3673,POINT EMPTY,
3674,POINT EMPTY,
3675,POINT (108.212 16.068),"Thành phố Đà Nẵng, Việt Nam"
3676,POINT (1.1841744 51.0791366),"Harbour Mini Market And Off License, Lower Sandgate Road, Foord, Folkestone, Folkestone and Hythe, Kent, England, CT20 1QJ, United Kingdom"
3677,POINT EMPTY,
3678,POINT EMPTY,
3679,POINT EMPTY,
3680,POINT (-27.217637988768217 38.72116535),"Ilha Terceira, Açores, Portugal"
3681,POINT (107.9650855 15.9266657),Việt Nam
3682,POINT EMPTY,
3683,POINT EMPTY,
3684,POINT (143.448533 49.7219665),"Сахалинская область, Дальневосточный федеральный округ, Россия"
3685,POINT EMPTY,
3686,POINT (-9.108763257967421 52.6118236),"Foynes, N69, Shanagolden, The Municipal District of Adare — Rathkeale, County Limerick, Munster, V94 V324, Éire / Ireland"
3687,POINT (36.8150673 -1.2978981),"Kilimanjaro Avenue, Upper Hill, Nairobi, 40476, Kenya"
3688,POINT EMPTY,
3689,POINT EMPTY,
3690,POINT (96.04948153374664 20.8545062),"Thazi, သာစည်, မိတ္ထီလာခရိုင်, မန္တလေးတိုင်း, မြန်မာ"
3691,POINT (92.76500717365028 26.61695705),"Tezpur, Sonitpur, Assam, India"
3692,POINT (0.2214248 52.1814012),"Largs, Ludlow Lane, Fulbourn, South Cambridgeshire, Cambridgeshire, Cambridgeshire and Peterborough, England, CB21 5BL, United Kingdom"
3693,POINT (74.92386542316771 18.1125305),"Indapur, Pune, Maharashtra, India"
3694,POINT (102.0978493 14.9748271),"นครราชสีมา, หัวทะเล, จังหวัดนครราชสีมา, 30000, ประเทศไทย"
3695,POINT (-150.37468456450287 60.428669400000004),"Skilak Lake, Kenai Peninsula, Alaska, United States"
3696,POINT (-56.7319324 -2.6344567),"Parintins, Região Geográfica Imediata de Parintins, Região Geográfica Intermediária de Parintins, Amazonas, Região Norte, Brasil"
3697,POINT (-75.52745676171389 45.40683715),"Orléans, Ottawa, Eastern Ontario, Ontario, Canada"
3698,POINT (-78.1453063 35.8312861),"WRAY-TV over-the-air TV signal transmitter., Bryant Road, Nash County, North Carolina, United States"
3699,POINT (-74.0120817 40.2203907),"Asbury Park, Monmouth County, New Jersey, 07711, United States"
3700,POINT EMPTY,
3701,POINT EMPTY,
3702,POINT (-64.3489782 -33.1237585),"Río Cuarto, Municipio de Río Cuarto, Pedanía Río Cuarto, Departamento Río Cuarto, Córdoba, X5800, Argentina"
3703,POINT (-162.74047820061134 55.199447500000005),"Cold Bay, Aleutians East, Alaska, 99571, United States"
3704,POINT (-96.5 17),"Oaxaca, México"
3705,POINT (-95.9528877 36.7421089),"Bartlesville, Washington County, Oklahoma, United States"
3706,POINT EMPTY,
3707,POINT (0.1779749 51.8771495),"Blackbushe, Hockerill, Bishop's Stortford, East Hertfordshire, Hertfordshire, England, CM23 5EJ, United Kingdom"
3708,POINT EMPTY,
3709,POINT EMPTY,
3710,POINT EMPTY,
3711,POINT EMPTY,
3712,POINT (-74.1056838 1.1153385),"Caquetá, RAP Amazonía, Colombia"
3713,POINT (2.4778402 48.4538873),"Dannemois, Arrondissement d'Évry, Essonne, Île-de-France, France métropolitaine, 91490, France"
3714,POINT (12.6836191 49.3579864),"Grub, Waldmünchen, Landkreis Cham, Bayern, 93449, Deutschland"
3715,POINT EMPTY,
3716,POINT (-95.8548557 36.2659698),"Owasso, Tulsa County, Oklahoma, 74055, United States"
3717,POINT (72.8693976 35.0729732),"Jalkot, خیبر پختونخوا, پاکستان"
3718,POINT (37.8182191 36.3110625),"peak near Umm Miyāl, ناحية ابو کهف, منطقة منبج, محافظة حلب, سوريا"
3719,POINT EMPTY,
3720,POINT EMPTY,
3721,POINT EMPTY,
3722,POINT (-92.16933029454009 37.701139999999995),"Fort Leonard Wood, Pulaski County, Missouri, 65473, United States"
3723,POINT EMPTY,
3724,POINT EMPTY,
3725,POINT (84.9765794 27.1604122),"Simara, Gadhimai, Jitpur Simara, बारा, मधेश प्रदेश, 44417, नेपाल"
3726,POINT EMPTY,
3727,POINT EMPTY,
3728,POINT EMPTY,
3729,POINT (20.2222915 30.7586292),"ليبيا نت للاتصالات والتقنية, شارع الملك إدريس, اجدابيا, الحي الصناعي, إجدابيا, الواحات, ليبيا"
3730,POINT EMPTY,
3731,POINT EMPTY,
3732,POINT EMPTY,
3733,POINT EMPTY,
3734,POINT (16.3515022 48.2171331),"Institut für Orientalistik, 2-4, Tür 4.1, Spitalgasse, Alservorstadt, KG Alsergrund, Alsergrund, Wien, 1090, Österreich"
3735,POINT (-105.1019287 40.1672117),"Longmont, Boulder County, Colorado, 80501, United States"
3736,POINT EMPTY,
3737,POINT (141.3241156880049 24.7851883),"硫黄島飛行場, 小笠原村, 小笠原支庁, 東京都, 日本"
3738,POINT EMPTY,
3739,POINT EMPTY,
3740,POINT (-80.2417651 32.7343442),"Hollywood, Charleston County, South Carolina, United States"
3741,POINT (147.60205 -42.91702),"Frederick Henry Bay, Tasmania, Australia"
3742,POINT (-65.8779818 52.5684809),"Oreway, Labrador, Newfoundland and Labrador, Canada"
3743,POINT EMPTY,
3744,POINT (-66.74377376795226 62.83980995),"Frobisher Bay, ᓄᓇᕗᑦ Nunavut, Canada"
3745,POINT EMPTY,
3746,POINT EMPTY,
3747,POINT (-105.484825 43.751281),"Wright, Campbell County, Wyoming, 82732, United States"
3748,POINT (-85.62553996271319 11.498386400000001),"Isla de Ometepe, Rivas, Nicaragua"
3749,POINT EMPTY,
3750,POINT EMPTY,
3751,POINT (101.0900236 4.5986817),"Ipoh, Kinta, Perak, 30450, Malaysia"
3752,POINT EMPTY,
3753,POINT (18 56),Morze Bałtyckie  - Baltijos jūra - Baltijas jūra -  Läänemeri - Itämeri - Östersjön - Østersøen - Ostsee -Балтийское море
3754,POINT EMPTY,
3755,POINT EMPTY,
3756,POINT EMPTY,
3757,POINT EMPTY,
3758,POINT (-47.9533537 -18.1516948),"Avenida Palmeira Imperial, Catalão, Região Geográfica Imediata de Catalão, Região Geográfica Intermediária de Goiânia, Goiás, Região Centro-Oeste, 75712-005, Brasil"
3759,POINT (12.981390798470088 38.01165325),"Mini Autodromo (Modellismo On-Road e Off-Road), Contrada Calatubo, Alcamo, Trapani, Sicilia, 91011, Italia"
3760,POINT EMPTY,
3761,POINT (32.2338812 12.6457036),"كوستي, ولاية النيل الأبيض, السودان"
3762,POINT (-77.87137226376693 9.187597499999999),"Guna Yala, Panamá"
3763,POINT (36.3095814 33.5130695),"دمشق, حي العمارة الجوانية, منطقة دمشق القديمة, محافظة دمشق, سوريا"
3764,POINT EMPTY,
3765,POINT EMPTY,
3766,POINT EMPTY,
3767,POINT EMPTY,
3768,POINT (-111.60668649717636 35.210382550000006),"Travelodge by Wyndham Flagstaff Near I-40, 2918, East Route 66, Lower Greenlaw Estates, East Flagstaff, Flagstaff, Coconino County, Arizona, 86004, United States"
3769,POINT (14.580180631435823 13.020858050000001),"Lac Tchad بحيرة تشاد, Hadjer-Lamis حجر لميس, Tchad تشاد"
3770,POINT EMPTY,
3771,POINT (127.0406006 37.6786993),"1727. 서울도봉초등학교인근, 무수천 자전거길, 도봉2동, 도봉동, 도봉1동, 도봉구, 서울, 01304, 대한민국"
3772,POINT (-109.6893387 45.1779987),"Shepard Mountain, Carbon County, Montana, United States"
3773,POINT (-148.1972325 61.242416),"Mount Gannett, Chugach, Alaska, United States"
3774,POINT EMPTY,
3775,POINT EMPTY,
3776,POINT (77.2219388 28.6517178),"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India"
3777,POINT EMPTY,
3778,POINT EMPTY,
3779,POINT (-66.0785171 18.4505752),"Unión Internacional de Marinos de América del Norte, 1057, Avenida Luis Muñoz Rivera, Miramar, Santurce, San Juan, Puerto Rico, 00907, United States"
3780,POINT EMPTY,
3781,POINT (3.0839934206717934 45.7715343),"Puy-de-Dôme, Auvergne-Rhône-Alpes, France métropolitaine, France"
3782,POINT EMPTY,
3783,POINT (-98.72220741144672 16.870085449999998),"San Luis Acatlán, Guerrero, México"
3784,POINT EMPTY,
3785,POINT EMPTY,
3786,POINT EMPTY,
3787,POINT EMPTY,
3788,POINT EMPTY,
3789,POINT (49.6517827 -14.6622706),"Andapa, Sava, Province d'Antsiranana, 205, Madagasikara / Madagascar"
3790,POINT EMPTY,
3791,POINT EMPTY,
3792,POINT (18.808744282510744 -5.0610453),"Kikwit, Kwilu, République démocratique du Congo"
3793,POINT (139.3286556 35.8110878),"金子, 桂通り, 大字南峯, 入間市, 埼玉県, 358-0046, 日本"
3794,POINT EMPTY,
3795,POINT (13.345215681938416 6.27946975),"Building near Yaounde-Ngaoundere, Dir, Mbéré, Adamaoua, Cameroun"
3796,POINT (-48.2767837 -18.9188041),"Uberlândia, Região Geográfica Imediata de Uberlândia, Região Geográfica Intermediária de Uberlândia, Minas Gerais, Região Sudeste, Brasil"
3797,POINT (7.2683912 43.7009358),"Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, France"
3798,POINT (123.9020773 10.2931062),"Cebu City, Central Visayas, Philippines"
3799,POINT EMPTY,
3800,POINT EMPTY,
3801,POINT EMPTY,
3802,POINT EMPTY,
3803,POINT (120.5933729 16.4119945),"Baguio, Cordillera Administrative Region, 2600, Philippines"
3804,POINT (139.3945435 34.7269449),"Михара, 東京都, 日本"
3805,POINT (-119.278077 47.1301417),"Moses Lake, Grant County, Washington, 98837, United States"
3806,POINT EMPTY,
3807,POINT EMPTY,
3808,POINT (-64.9150438 -19.1824227),"Tarabuco, Municipio Tarabuco, Provincia Yamparaez, Chuquisaca, Bolivia"
3809,POINT EMPTY,
3810,POINT EMPTY,
3811,POINT EMPTY,
3812,POINT EMPTY,
3813,POINT (-122.6562348 46.8451007),"Vail, Thurston County, Washington, United States"
3814,POINT (-88.5507877 14.2217534),"San Andrés, Lempira, Honduras"
3815,POINT (-89.577196 21.095685),"Chablekal, Mérida, Yucatán, 97500, México"
3816,POINT (-85.759407 38.2542376),"Louisville, Jefferson County, Kentucky, United States"
3817,POINT EMPTY,
3818,POINT EMPTY,
3819,POINT EMPTY,
3820,POINT EMPTY,
3821,POINT EMPTY,
3822,POINT (-5.9301829 54.596391),"Belfast, County Antrim, Northern Ireland, BT1 5JD, United Kingdom"
3823,POINT EMPTY,
3824,POINT (-90.9920691 14.7612884),"Tecpán, Chimaltenango, Guatemala"
3825,POINT (144.75755102972062 13.450125700000001),"Mariana Islands, Chalan Pago-Ordot Municipality, Guam, United States"
3826,POINT EMPTY,
3827,POINT (62.2164003 34.3508273),"هرات, ولایت هرات, 3001, افغانستان"
3828,POINT (26.6845975 40.3443674),"Lapseki, Çanakkale, Marmara Bölgesi, Türkiye"
3829,POINT EMPTY,
3830,POINT (-75.5066661 5.0668907),"Perímetro Urbano Manizales, Manizales, Centrosur, Caldas, RAP Eje Cafetero, Colombia"
3831,POINT (14.4212535 50.0874654),"Hlavní město Praha, Praha, Česko"
3832,POINT (-118.168259 33.804826),"Signal Hill, Los Angeles County, California, United States"
3833,POINT (141.354154 43.1109427),"Off House, 丘珠空港通, 北四十二条東三丁目, 北42条東3, 東区, 札幌市, 石狩振興局, 北海道, 007-0840, 日本"
3834,POINT (-150.0465516757023 62.13190395),"Susitna Valley Junior/Senior High School, 42728, George Parks Highway, Talkeetna, Matanuska-Susitna, Alaska, 99676, United States"
3835,POINT EMPTY,
3836,POINT EMPTY,
3837,POINT EMPTY,
3838,POINT EMPTY,
3839,POINT (-122.0432974 47.5348778),"Issaquah, King County, Washington, United States"
3840,POINT (-111.3963177 42.0368759),"Fish Haven, Bear Lake County, Idaho, 83287, United States"
3841,POINT EMPTY,
3842,POINT (9.2035381 39.3042403),"Sìnnia/Sinnai, Cagliari, Sardigna/Sardegna, 09048, Italia"
3843,POINT (-88.271784 30.409813),"Cut Off Road, Mobile County, Alabama, 86082, United States"
3844,POINT EMPTY,
3845,POINT EMPTY,
3846,POINT (-53.73042469301693 48.1446647),"Random Island, Newfoundland, Newfoundland and Labrador, Canada"
3847,POINT (-113.3805684 27.6417361),"Villa Alberto Andrés Alvarado Arámburo (Vizcaíno), Municipio de Mulegé, Baja California Sur, México"
3848,POINT (-39.5320541 -15.9691891),"Itapebi, Região Geográfica Imediata de Eunápolis - Porto Seguro, Região Geográfica Intermediária de Ilhéus-Itabuna, Bahia, Região Nordeste, 45855-000, Brasil"
3849,POINT EMPTY,
3850,POINT EMPTY,
3851,POINT (-76.7891799 18.0069462),"hot off the press, Grenada Crescent, New Kingston, Kingston, Saint Andrew, Surrey County, Jamaica"
3852,POINT EMPTY,
3853,POINT (-121.8684444 47.3756578),"Selleck, King County, Washington, United States"
3854,POINT (91.66896722126359 26.18177245),"Assam Tube Factory, Amingaon, Guwahati, North Guwahati (Pt), Kamrup Metropolitan, Assam, 781031, India"
3855,POINT EMPTY,
3856,POINT (-122.30779415179862 37.71402905),"San Francisco Bay, San Mateo County, California, United States"
3857,POINT EMPTY,
3858,POINT EMPTY,
3859,POINT EMPTY,
3860,POINT EMPTY,
3861,POINT EMPTY,
3862,POINT EMPTY,
3863,POINT EMPTY,
3864,POINT EMPTY,
3865,POINT EMPTY,
3866,POINT EMPTY,
3867,POINT EMPTY,
3868,POINT (-76.5501917 3.3969142),"El Refugio, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, Colombia"
3869,POINT (136.8998438 35.1851045),"名古屋市, 愛知県, 日本"
3870,POINT EMPTY,
3871,POINT (-75.6666238 8.3344713),"Córdoba, Colombia"
3872,POINT (-84.7779262 13.7344412),"Siuna, Municipality of Siuna, Costa Caribe Norte, 72400, Nicaragua"
3873,POINT (-52.3410161 -31.7699736),"Pelotas, Região Geográfica Imediata de Pelotas, Aglomeração Urbana do Sul, Região Geográfica Intermediária de Pelotas, Rio Grande do Sul, Região Sul, Brasil"
3874,POINT (121.5636796 25.0375198),"臺北市, 臺灣"
3875,POINT (-81.3442915 35.7333312),"Hickory, Catawba County, North Carolina, United States"
3876,POINT (30.2478844 1.5620529),"Bunia, Ituri, République démocratique du Congo"
3877,POINT EMPTY,
3878,POINT (24.3456057 14.0718638),"Jebel Marra, Kabkabiya, ولاية شمال دارفور, السودان"
3879,POINT (-69.5677277 -35.0788526),"El Sosneado, Distrito Cuadro Benegas, Departamento San Rafael, Mendoza, Argentina"
3880,POINT (149.2084967 -21.642737),"Off Hatfields Road, Koumala, Mackay Regional, Queensland, Australia"
3881,POINT EMPTY,
3882,POINT (-148.2714198 61.1725757),"Mount Gilbert, Chugach, Alaska, United States"
3883,POINT EMPTY,
3884,POINT (51.19723479885998 27.2380913),الخليج العربي
3885,POINT (121.0707145 14.6840893),"Military Cut-off Road, Area 6, Holy Spirit, 2nd District, Quezon City, Eastern Manila District, Metro Manila, 1100, Philippines"
3886,POINT EMPTY,
3887,POINT EMPTY,
3888,POINT EMPTY,
3889,POINT (-87.8136997 41.8794989),"Forest Park, Proviso Township, Cook County, Illinois, 60130, United States"
3890,POINT EMPTY,
3891,POINT (30.559996246686097 50.434058500000006),"Дзвіниця Ближніх печер, Ближньопечерська вулиця, Цитадель, Печерськ, Печерський район, Київ, 01015, Україна"
3892,POINT EMPTY,
3893,POINT EMPTY,
3894,POINT EMPTY,
3895,POINT EMPTY,
3896,POINT EMPTY,
3897,POINT (-77.0605098 37.3705777),"Charles City County, Virginia, United States"
3898,POINT EMPTY,
3899,POINT (-78.1830024 -9.1388841),"Moro, Santa, Ancash, Perú"
3900,POINT (-85.2936911 12.6090157),Nicaragua
3901,POINT EMPTY,
3902,POINT (-93.321991 53.061025),"ᓀᑲᣞ ᓵᑲᐦᐃᑲᓃᐣᐠ Sandy Lake, Kenora District, Northwestern Ontario, Ontario, Canada"
3903,POINT EMPTY,
3904,POINT EMPTY,
3905,POINT EMPTY,
3906,POINT EMPTY,
3907,POINT (-72.7434331 40.9064873),"Calverton, Town of Riverhead, Suffolk County, New York, 11933, United States"
3908,POINT (2.1746865 41.4015643),"Наши апартаменты, 409, Carrer de València, la Sagrada Família, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08013, España"
3909,POINT (-96.129504 33.140991),"Abilene, Washington Heights Addition, Greenville, Hunt County, Texas, 75401, United States"
3910,POINT (-97.4536355 20.5320852),"Poza Rica, Terrenos del Lote 3 ""Poza Rica"", Poza Rica de Hidalgo, Veracruz, 93260, México"
3911,POINT (-176.10210446029208 52.04217505),"Great Sitkin Island, Unorganized Borough, Alaska, United States"
3912,POINT (-97.395932 32.3006589),"Buffalo Creek, Cleburne, Johnson County, Texas, United States"
3913,POINT (-55.382238 2.8551775),"Palumeu, Suriname"
3914,POINT (-120.435857 34.9531295),"Santa Maria, Santa Barbara County, California, United States"
3915,POINT EMPTY,
3916,POINT (-67.7436256 48.4922701),"Saint-Cléophas, La Matapédia, Bas-Saint-Laurent, Québec, Canada"
3917,POINT EMPTY,
3918,POINT (104.756857 -2.9888297),"Palembang, Sumatera Selatan, Indonesia"
3919,POINT EMPTY,
3920,POINT (93.2038913 28.4345031),"Taksing, Taksing Circle, Upper Subansiri, Arunachal Pradesh, India"
3921,POINT EMPTY,
3922,POINT (18.045410836206674 31.292831200000002),"خليج سرت, ليبيا"
3923,POINT EMPTY,
3924,POINT EMPTY,
3925,POINT (-76.3710704 39.3634413),"Chase, Baltimore County, Maryland, 21027, United States"
3926,POINT (-35.0124608305277 -7.560521850000001),"Building near Rua Augusto Gondin, Rua Augusto Gondin, Bela Vista II, Goiana, Região Geográfica Imediata de Goiana-Timbaúba, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 55900-000, Brasil"
